document_id,file_name,district_name,chunk_index,quote,subject_text,acting_party,protected_party,modal,negation,voice,verb_lexical_category,statement_type,llm_judgment,statement_type_match,modal_strength,topic,notes
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,2,either party may demand bargaining pertaining to State or Federal legislation.,either party,other,worker,may,False,active,plain,permission,permission,True,0.3,other,Mutual right; applies equally to district and association.
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,2,The District may re-open negotiations in accordance with 7.6.2.1.,The District,management,management,may,False,active,plain,permission,permission,True,0.3,other,
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,2,The Association may re-open negotiations in accordance with 7.6.3.2.,The Association,worker,worker,may,False,active,plain,permission,permission,True,0.3,other,
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,2,Other sections of the CBA may be re-opened only by mutual consent except where specifically permitted by the CBA itself or required by law.,Other sections of the CBA,other,worker,may,False,passive,plain,permission,permission,True,0.3,other,Procedural constraint requiring mutual consent for contract amendment; restricts unilateral changes by either party.
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,2,"No later than May 1, 2007 each party shall present proposals for a successor agreement.",each party,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,Mutual deadline for successor agreement proposals.
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,4,The Association shall have the right to make use of school buildings and facilities at all reasonable hours when not otherwise being utilized as determined by the site administrator.,The Association,worker,worker,shall,False,active,plain,obligation,right,False,1.0,other,
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,4,The Association must obtain permission from the site administrator prior to the use of any equipment for any Association business.,The Association,worker,management,must,False,active,plain,obligation,obligation,True,1.0,other,
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,4,"The Association shall have the right to post notices of activities and matters of Association concern on designated bulletin boards, at least one of which shall be provided at each school site in an area frequented by unit members.",The Association,worker,worker,shall,False,active,plain,obligation,right,False,1.0,other,
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,4,The Association may use the District mail service in a manner acceptable to the United States Postal Service and unit member mailboxes for communications to unit members.,The Association,worker,worker,may,False,active,plain,permission,permission,True,0.3,other,
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,4,All posted material and material placed in mailboxes shall be identified as Association material.,All posted material and material placed in mailboxes,worker,management,shall,False,passive,plain,obligation,obligation,True,1.0,other,
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,4,A copy shall be provided the site administrator or placed in his/her office prior to posting or placing in mailboxes for information purposes.,A copy,worker,management,shall,False,passive,rights_passive,right,obligation,False,1.0,other,
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,4,"A copy shall be sent to the Associate Superintendent, Human Resources.",A copy,worker,management,shall,False,passive,plain,obligation,obligation,True,1.0,other,
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,4,"When notices of activities and matters of concern originate with CTA or NEA, a cover letter shall be provided by SAEA to the site principal or his/her designee authorizing the posting and/or distribution to the mail boxes, along with a copy of the materials to be posted and/or entered into the mailbox",a cover letter,worker,management,shall,False,passive,rights_passive,right,obligation,False,1.0,other,Text truncated at the end in source chunk.
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,5,"a cover letter shall be provided by SAEA to the site principal or his/her designee authorizing the posting and/or distribution to the mail boxes, along with a copy of the materials to be posted and/or entered into the mailboxes.",a cover letter,worker,management,shall,False,passive,plain,obligation,obligation,True,1.0,teacher_rights_and_conduct,SAEA is the local union chapter; duty falls on worker to provide authorization to management.
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,5,Posting of election materials on the designated bulletin board(s) and/or the placing of election materials in mail boxes shall be allowed.,Posting of election materials on the designated bulletin board(s) and/or the placing of election materials in mail boxes,worker,worker,shall,False,passive,permission_verb,permission,permission,True,1.0,teacher_rights_and_conduct,
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,5,Said materials shall involve the internal elections of the Association,Said materials,worker,management,shall,False,active,plain,obligation,obligation,True,1.0,teacher_rights_and_conduct,
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,5,need not show Association identification.,Said materials (implied),worker,worker,need,True,active,plain,prohibition,right,False,0.7,teacher_rights_and_conduct,Relief from duty rather than positive prohibition.
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,5,"Authorized representatives of SAEA shall be permitted the use of district email, faxes, and other electronic devices to transact official Association business provided the business does not interfere with the instructional process and/or interfere with the performance of assignments made by the administrator.",Authorized representatives of SAEA,worker,worker,shall,False,passive,permission_verb,permission,permission,True,1.0,teacher_rights_and_conduct,
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,5,"Email, faxes, and other electronic devices may not be utilized to encourage or condone illegal activities.","Email, faxes, and other electronic devices",worker,management,may,True,passive,plain,prohibition,prohibition,True,0.3,teacher_rights_and_conduct,
santa_ana_unified_school_district__95__51287d2f,95.pdf,Santa Ana Unified School District,5,Email may be used by unit members outside times of active instruction such as before and after school and during duty free lunches.,Email,worker,worker,may,False,passive,plain,permission,permission,True,0.3,teacher_rights_and_conduct,
