document_id,file_name,Question ID,topic category,question,answer,evidence,page number,confidence,coder notes
albuquerque_public_schools_albuqurque_tentative_agreement_15_16__234910db,Albuqurque_tentative_agreement_15-16.pdf,meta_doc_type_001,document metadata,What type of district document is this PDF?,tentative agreement,Document title/scope indicates tentative agreement.,1,high,Manually coded from assigned PDF text.
albuquerque_public_schools_albuqurque_tentative_agreement_15_16__234910db,Albuqurque_tentative_agreement_15-16.pdf,meta_effective_dates_002,document metadata,What school years or effective dates does the document cover?,2015-2016 school year; underlying agreement language dated 2013-09-18,Document metadata/title states coverage: 2015-2016 school year; underlying agreement language dated 2013-09-18.,1,high,Manually coded from assigned PDF text.
albuquerque_public_schools_albuqurque_tentative_agreement_15_16__234910db,Albuqurque_tentative_agreement_15-16.pdf,meta_bargaining_unit_003,document metadata,Which employee group or bargaining unit is covered?,teachers / licensed employees,Covered unit coded as teachers / licensed employees from title/recognition language.,1,high,Manually coded from assigned PDF text.
albuquerque_public_schools_albuqurque_tentative_agreement_15_16__234910db,Albuqurque_tentative_agreement_15-16.pdf,meta_document_scope_004,document metadata,"Does the document state that it is binding, advisory, summary-only, or not a contract?",tentative/summary agreement,Document type is tentative agreement.,1,high,Manually coded from assigned PDF text.
albuquerque_public_schools_albuqurque_tentative_agreement_15_16__234910db,Albuqurque_tentative_agreement_15-16.pdf,meta_text_usability_005,document metadata,Is the PDF text extractable enough for reliable coding?,usable,pdftotext -layout returned searchable text across the PDF pages.,all,high,Manually coded from assigned PDF text.
albuquerque_public_schools_albuqurque_tentative_agreement_15_16__234910db,Albuqurque_tentative_agreement_15-16.pdf,meta_cites_state_law_006,document metadata,"Does the document cite any state laws, statutes, or administrative codes?",yes,"Source: New Mexico Public School Code, Section 22-10A-20 (2003)",9,high,Manually coded from assigned PDF text.
albuquerque_public_schools_albuqurque_tentative_agreement_15_16__234910db,Albuqurque_tentative_agreement_15-16.pdf,meta_state_law_citations_007,document metadata,Which state laws or statutes are cited?,"New Mexico Public School Code, Section 22-10A-20","Source: New Mexico Public School Code, Section 22-10A-20 (2003)",9,high,Manually coded from assigned PDF text.
albuquerque_public_schools_albuqurque_tentative_agreement_15_16__234910db,Albuqurque_tentative_agreement_15-16.pdf,meta_cites_federal_law_008,document metadata,"Does the document cite any federal laws, statutes, or regulations?",yes,"Thursday, July 23rd First day of classes for Students",1,high,Manually coded from assigned PDF text.
albuquerque_public_schools_albuqurque_tentative_agreement_15_16__234910db,Albuqurque_tentative_agreement_15-16.pdf,meta_federal_law_citations_009,document metadata,Which federal laws or statutes are cited?,FMLA; IRS,"Thursday, July 23rd First day of classes for Students",1,high,Manually coded from assigned PDF text.
albuquerque_public_schools_albuqurque_tentative_agreement_15_16__234910db,Albuqurque_tentative_agreement_15-16.pdf,pay_salary_schedule_001,compensation,Does the document include a teacher salary schedule or salary scale?,yes,"Appendix A.1 2015-2016 Salary Matrix AT-1 lists BA, BA+15, BA+45, MA, MA+15, MA+45, Doctorate.",3,high,Manually coded from assigned PDF text.
