document_id,file_name,Question ID,topic category,question,answer,evidence,page number,confidence,coder notes
denver_public_schools__denver_2022_2025_cba_final__ec16624e,Denver_2022-2025-CBA-Final.pdf,meta_doc_type_001,document metadata,What type of district document is this PDF?,CBA,"AGREEMENT AND PARTNERSHIP between School District No. 1 in the City and County of Denver, State of Colorado and Denver Classroom Teachers Association",not_applicable,high,
denver_public_schools__denver_2022_2025_cba_final__ec16624e,Denver_2022-2025-CBA-Final.pdf,meta_effective_dates_002,document metadata,What school years or effective dates does the document cover?,"September 1, 2022 – August 31, 2025","Upon ratification, this Agreement shall be effective September 1, 2022, and shall remain in full force and effect until August 31, 2025.",10,high,
denver_public_schools__denver_2022_2025_cba_final__ec16624e,Denver_2022-2025-CBA-Final.pdf,meta_bargaining_unit_003,document metadata,Which employee group or bargaining unit is covered?,"Teachers, Specialized Service Providers (SSPs), Educational Sign Language Interpreters, Associate Teachers, CTE ProTech Instructors, and JROTC instructors","Employees covered by this Agreement include all teachers as defined in Article 1-2 , all SSPs as defined in Article 1-3, Educational Sign Language Interpreters, Associate Teachers, CTE ProTech Instructors and JROTC instructors",9,high,
denver_public_schools__denver_2022_2025_cba_final__ec16624e,Denver_2022-2025-CBA-Final.pdf,meta_document_scope_004,document metadata,"Does the document state that it is binding, advisory, summary-only, or not a contract?",Binding agreement / contract,"This Agreement constitutes District policy for the term of said Agreement, and the Board and the Association will carry out the commitments contained herein and give them full force and effect.",9,high,
denver_public_schools__denver_2022_2025_cba_final__ec16624e,Denver_2022-2025-CBA-Final.pdf,meta_text_usability_005,document metadata,Is the PDF text extractable enough for reliable coding?,Usable,Text is fully extractable and formatted with clear article/section numbering.,not_applicable,high,
denver_public_schools__denver_2022_2025_cba_final__ec16624e,Denver_2022-2025-CBA-Final.pdf,meta_cites_state_law_006,document metadata,"Does the document cite any state laws, statutes, or administrative codes?",yes,comply with the provisions of the TABOR Amendment and § 22-32-110(5) C.R.S.,20,high,
denver_public_schools__denver_2022_2025_cba_final__ec16624e,Denver_2022-2025-CBA-Final.pdf,meta_state_law_citations_007,document metadata,Quote all sentences citing state laws or statutes.,"This Agreement shall be governed and construed according to the Constitution and Laws of the State of Colorado. If any provision of the Agreement or any application of this Agreement to any educator covered hereby is found contrary to law, such provision or application shall have effect only to the extent permitted by law, but all other provisions or application of this Agreement shall continue in full force and effect. While it is the intent of the parties that the economic provisions in this Agreement shall remain in full force and effect during its term, in order to comply with the provisions of the TABOR Amendment and § 22-32-110(5) C.R.S., the provisions of the Agreement relating to salaries and benefits may be reopened by the District in connection with its annual adoption of its budget.","This Agreement shall be governed and construed according to the Constitution and Laws of the State of Colorado. If any provision of the Agreement or any application of this Agreement to any educator covered hereby is found contrary to law, such provision or application shall have effect only to the extent permitted by law, but all other provisions or application of this Agreement shall continue in full force and effect. While it is the intent of the parties that the economic provisions in this Agreement shall remain in full force and effect during its term, in order to comply with the provisions of the TABOR Amendment and § 22-32-110(5) C.R.S., the provisions of the Agreement relating to salaries and benefits may be reopened by the District in connection with its annual adoption of its budget.","8, 20",high,Added missing statutory citation from Article 6-3-1 (page 20) referencing § 22-32-110(5) C.R.S. and the TABOR Amendment to ensure all state law/statute citations are captured.
denver_public_schools__denver_2022_2025_cba_final__ec16624e,Denver_2022-2025-CBA-Final.pdf,meta_cites_federal_law_008,document metadata,"Quote all sentences citing federal laws, statutes, or regulations.","The Restructuring of a school is the alteration of the governance structure of the school, as provided in the reauthorization of the Every Student Succeeds Act.","The Restructuring of a school is the alteration of the governance structure of the school, as provided in the reauthorization of the Every Student Succeeds Act.",17,high,
denver_public_schools__denver_2022_2025_cba_final__ec16624e,Denver_2022-2025-CBA-Final.pdf,meta_federal_law_citations_009,document metadata,Which federal laws or statutes are cited?,Every Student Succeeds Act,Every Student Succeeds Act,17,high,
denver_public_schools__denver_2022_2025_cba_final__ec16624e,Denver_2022-2025-CBA-Final.pdf,pay_salary_schedule_001,compensation,Does the document include a teacher salary schedule or salary scale?,yes,"consistent with the following Salary Schedule, which shall increase consistent with the parties’ Financial Agreement:",117,high,
denver_public_schools__denver_2022_2025_cba_final__ec16624e,Denver_2022-2025-CBA-Final.pdf,pay_salary_schedule_002,compensation,What year or years does the salary schedule cover?,"Beginning August 1, 2022","Article 37 - Professional Compensation System for Educators (Beginning August 1, 2022)",117,high,
