# P08 | ATF-Negotiated-Agreement_2018-19.pdf | page 74
# title: (none)
# cells: 84 | previously shown: 12 | vision_agreement: 0.143
step,,,,,,,
39,50358.0,56239.0,58409.0,58427.0,59133.0,61199.0,61220.0
40,50359.0,59014.0,59689.0,59712.0,59733.0,61299.0,61320.0
41,50360.0,60284.0,60974.0,60997.0,61133.0,61399.0,61420.0
42,50361.0,61104.0,62259.0,62282.0,62533.0,62599.0,62620.0
43,50362.0,61105.0,63544.0,63567.0,63933.0,64099.0,64120.0
44,50363.0,61106.0,64749.0,64852.0,65333.0,65599.0,65620.0
45,50364.0,63871.0,66124.0,66137.0,66733.0,67099.0,67120.0
46,50365.0,66341.0,67409.0,67422.0,68133.0,68599.0,68620.0
47,50366.0,66342.0,68694.0,68707.0,69533.0,70099.0,70120.0
48,50367.0,66343.0,69979.0,69992.0,70933.0,71599.0,71620.0
49,50368.0,66344.0,71264.0,71277.0,72333.0,73099.0,73120.0
50,50369.0,66345.0,72549.0,72562.0,73733.0,74599.0,74620.0
