# P06 | Final_2014-2017_UTLA_Collective_Bargaining_Agreement.pdf | page 376
"# title: over the 2% increase effective July 1, 2015. This table applies only to employees who hold a Bachelor's degree and alternative certification (i.e., PA"
# cells: 484 | previously shown: 19 | vision_agreement: 0.933
step,,,,,,,,,,
20 C Basis,43913.0,43913.0,43913.0,44676.0,46979.0,47468.0,48936.0,50583.0,52910.0,55260.0
,3659.38,3659.38,3659.38,3723.01,3914.93,3955.7,4078.01,4215.23,4409.14,4605.03
(Minimum) B Basis,47572.0,47572.0,47572.0,48399.0,50894.0,51424.0,53014.0,54798.0,57319.0,59865.0
,3964.32,3964.32,3964.32,4033.26,4241.17,4285.34,4417.85,4566.49,4776.58,4988.79
A Basis,56208.0,56208.0,56208.0,57186.0,60133.0,60759.0,62638.0,64746.0,67724.0,70733.0
,4683.99,4683.99,4683.99,4765.46,5011.12,5063.29,5219.85,5395.5,5643.7,5894.45
21 C Basis,43913.0,43913.0,44294.0,46036.0,47862.0,49640.0,51525.0,53387.0,55213.0,57683.0
,3659.38,3659.38,3691.2,3836.37,3988.52,4136.68,4293.79,4448.91,4601.07,4806.89
(+ 14 points) B Basis,47572.0,47572.0,47985.0,49873.0,51851.0,53777.0,55819.0,57836.0,59814.0,62490.0
,3964.32,3964.32,3998.79,4156.07,4320.88,4481.41,4651.62,4819.66,4984.49,5207.49
A Basis,56208.0,56208.0,56697.0,58927.0,61264.0,63539.0,65953.0,68335.0,70672.0,73834.0
,4683.99,4683.99,4724.73,4910.56,5105.3,5294.95,5496.05,5694.61,5889.36,6152.83
22 C Basis,43913.0,44294.0,46108.0,48161.0,50106.0,52158.0,54115.0,56215.0,58184.0,60678.0
,3659.38,3691.2,3842.33,4013.38,4175.46,4346.5,4509.58,4684.58,4848.67,5056.5
(+ 28 points) B Basis,47572.0,47985.0,49950.0,52174.0,54281.0,56505.0,58624.0,60900.0,63033.0,65735.0
,3964.32,3998.79,4162.54,4347.82,4523.41,4708.71,4885.37,5074.98,5252.73,5477.88
A Basis,56208.0,56697.0,59018.0,61646.0,64135.0,66762.0,69267.0,71955.0,74476.0,77668.0
,4683.99,4724.73,4918.19,5137.13,5344.59,5563.52,5772.25,5996.27,6206.31,6472.32
23 C Basis,44294.0,46072.0,48161.0,50249.0,52492.0,54652.0,56800.0,58924.0,61084.0,63900.0
,3691.2,3839.36,4013.38,4187.4,4374.34,4554.32,4733.32,4910.32,5090.3,5324.98
(+ 42 points) B Basis,47985.0,49912.0,52174.0,54436.0,56867.0,59206.0,61533.0,63834.0,66174.0,69225.0
,3998.79,4159.32,4347.82,4536.34,4738.88,4933.87,5127.76,5319.51,5514.51,5768.72
A Basis,56697.0,58973.0,61646.0,64318.0,67190.0,69954.0,72704.0,75422.0,78187.0,81792.0
,4724.73,4914.38,5137.13,5359.86,5599.15,5829.53,6058.64,6285.2,6515.6,6815.98
24 C Basis,46072.0,47838.0,50106.0,52492.0,54747.0,57098.0,59425.0,61680.0,64091.0,67014.0
,3839.36,3986.52,4175.46,4374.34,4562.28,4758.18,4952.09,5140.02,5340.89,5584.52
(+ 56 points) B Basis,49912.0,51825.0,54281.0,56867.0,59310.0,61856.0,64377.0,66820.0,69432.0,72599.0
,4159.32,4318.73,4523.41,4738.88,4942.47,5154.69,5364.77,5568.36,5785.98,6049.9
A Basis,58973.0,61233.0,64135.0,67190.0,70077.0,73086.0,76064.0,78951.0,82036.0,85778.0
,4914.38,5102.75,5344.59,5599.15,5839.71,6090.46,6338.66,6579.23,6836.35,7148.18
25 C Basis,47671.0,49676.0,52206.0,54652.0,57110.0,59604.0,62098.0,64508.0,67002.0,70188.0
,3972.61,4139.66,4350.48,4554.32,4759.18,4967.0,5174.83,5375.7,5583.52,5849.03
(+ 70 points) B Basis,51644.0,53816.0,56556.0,59206.0,61869.0,64571.0,67273.0,69884.0,72586.0,76037.0
,4303.66,4484.64,4713.01,4933.87,5155.77,5380.91,5606.06,5823.68,6048.82,6336.44
A Basis,61019.0,63585.0,66823.0,69954.0,73101.0,76293.0,79485.0,82571.0,85763.0,89841.0
,5084.92,5298.76,5568.61,5829.53,6091.74,6357.76,6623.78,6880.89,7146.92,7486.76
26 C Basis,49569.0,51525.0,54127.0,56800.0,59425.0,62110.0,64687.0,67277.0,69950.0,73315.0
,4130.71,4293.79,4510.58,4733.32,4952.09,5175.84,5390.61,5606.39,5829.15,6109.56
(+ 84 points) B Basis,53699.0,55819.0,58637.0,61533.0,64377.0,67286.0,70078.0,72883.0,75779.0,79424.0
,4474.94,4651.62,4886.44,5127.76,5364.77,5607.14,5839.83,6073.61,6314.9,6618.69
A Basis,63448.0,65953.0,69282.0,72704.0,76064.0,79501.0,82800.0,86114.0,89536.0,93843.0
,5287.31,5496.05,5773.54,6058.64,6338.66,6625.05,6899.98,7176.19,7461.3,7820.23
27 C Basis,51012.0,53387.0,56215.0,58924.0,61704.0,64544.0,67289.0,70093.0,72873.0,76549.0
,4251.04,4448.91,4684.58,4910.32,5142.01,5378.68,5607.39,5841.07,6072.77,6379.05
(+ 98 points) B Basis,55263.0,57836.0,60900.0,63834.0,66846.0,69923.0,72896.0,75934.0,78946.0,82928.0
,4605.28,4819.66,5074.98,5319.51,5570.51,5826.91,6074.68,6327.84,6578.84,6910.63
A Basis,65296.0,68335.0,71955.0,75422.0,78981.0,82616.0,86129.0,89719.0,93278.0,97982.0
,5441.32,5694.61,5996.27,6285.2,6581.76,6884.7,7177.44,7476.56,7773.15,8165.16
(continued) C Basis,76906.0,77241.0,77575.0,77921.0
