# P03 | 33.pdf | page 680
# title: 5
# cells: 76 | previously shown: 3 | vision_agreement: 0.105
step,CONTINUED,,,
,4520.0
,4530.0
,4535.0
,4545.0
,4550.0
,4555.0
,4560.0
,4575.0
,4580.0
,4615.0
,40100.0,55400.0,72500.0
,4685.0
,4705.0
,4815.0
,4885.0
,4901.0
,4930.0
,4936.0
,8150.0
,8560.0
,9220.0
,3625.0,34400.0,47500.0,60600.0
,32726.0,45188.0,57650.0
,4105.0
,34400.0,47500.0,60600.0
,4205.0
,4245.0
,4250.0
,4275.0
,4310.0,34400.0,47500.0,60600.0
,4315.0
,4320.0
4,4325.0
,4330.0
,31204.0,43086.0,54969.0
,4335.0
,34400.0,47500.0,60600.0
,4350.0,34400.0,47500.0,60600.0
,4355.0
,28159.0,38883.0,49606.0
,4360.0
,34400.0,47500.0,60600.0
,28159.0,38883.0,49606.0
,4365.0
,34400.0,47500.0,60600.0
,4370.0,34400.0,47500.0,60600.0
