document_id,file_name,district_name,chunk_index,quote,subject_text,acting_party,protected_party,modal,negation,voice,verb_lexical_category,statement_type,llm_judgment,statement_type_match,modal_strength,topic,quote_verified,notes
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,Montgomery County Public Schools,2,The Board of Education of Montgomery County shall have the right to subcontract work.,The Board of Education of Montgomery County,management,management,shall,False,active,rights_active,right,right,True,1.0,other,True,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,Montgomery County Public Schools,2,"However, work that is normally performed by members of the bargaining unit who are covered by this Agreement shall not be subcontracted to organizations and/or workers not covered by this Agreement unless there is a substantial business or professional reason for so doing.",work that is normally performed by members of the bargaining unit who are covered by this Agreement,worker,worker,shall,True,passive,plain,prohibition,prohibition,True,1.0,job_security,True,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,Montgomery County Public Schools,2,"In addition, if the Board is contemplating subcontracting any bargaining unit work, the Association shall be given sufficient advance notice of such plans so that they shall have ample opportunity to meet with the Board before such a decision is put into effect.",the Association,management,worker,shall,False,passive,rights_passive,right,obligation,False,1.0,other,True,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,Montgomery County Public Schools,2,There will be no reprisals of any kind taken against any unit member because of the unit member's membership or non-membership in the Association or participation in any of its legal activities.,There,management,worker,will,True,passive,plain,prohibition,prohibition,True,0.9,teacher_rights_and_conduct,True,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,Montgomery County Public Schools,2,The Board of Education and the superintendent agree to meet with the Association's Board of Directors at mutually agreed upon times to discuss matters of interest and concern.,The Board of Education and the superintendent,management,worker,,False,active,plain,other,obligation,False,0.0,other,True,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,Montgomery County Public Schools,3,The Association's Board of Directors will submit items to be included on the agenda five working days prior to the meeting.,The Association's Board of Directors,worker,management,will,False,active,plain,obligation,obligation,True,0.9,other,True,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,Montgomery County Public Schools,3,The Association's Board of Directors will meet with the superintendent at least once a month during the term of this Agreement to review and discuss matters of mutual concern and the administration of this Agreement.,The Association's Board of Directors,worker,worker,will,False,active,plain,obligation,obligation,True,0.9,other,True,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,Montgomery County Public Schools,3,Association officers and/or representatives will be permitted to draw on a bank of 500 full paydays in each year of this Agreement.,Association officers and/or representatives,worker,worker,will,False,passive,permission_verb,permission,permission,True,0.9,benefits,True,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,Montgomery County Public Schools,3,Such leave will be granted in accordance with the current procedures established by the superintendent.,Such leave,management,management,will,False,passive,rights_passive,right,obligation,False,0.9,leave,True,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,Montgomery County Public Schools,3,the members of the Association's negotiating team will have their leave charged to the Association's leave bank to permit their participation.,the members of the Association's negotiating team,worker,management,will,False,active,plain,obligation,obligation,True,0.9,leave,True,
