document_id,file_name,district_name,chunk_index,quote,subject_text,acting_party,protected_party,modal,negation,voice,verb_lexical_category,statement_type,llm_judgment,statement_type_match,modal_strength,topic,notes
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,2,"Any individual teacher shall have the right to present grievances, with or without representation by the Association, in accordance with the Grievance Procedure provided.",Any individual teacher,worker,worker,shall,False,active,plain,obligation,right,False,1.0,discipline,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,2,Employee associations may use the buildings for meetings and membership drives.,Employee associations,worker,worker,may,False,active,plain,permission,permission,True,0.3,other,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,2,These meetings shall be without cost,These meetings,management,worker,shall,False,active,plain,obligation,right,False,1.0,other,Implicit duty on district to provide cost-free space.
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,2,"and include the use of faculty rooms, classrooms, auditoriums, and multipurpose (cafeteria) rooms.",These meetings,management,worker,shall,False,active,plain,obligation,right,False,1.0,other,Continuation of cost-free access provision.
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,2,These meetings should not interfere with the normal operation of the school where teachers are working with students,These meetings,worker,management,should,True,active,plain,prohibition,prohibition,True,0.7,other,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,2,and should follow other District policies.,These meetings,worker,management,should,False,active,plain,obligation,obligation,True,0.7,other,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,2,Employee associations may use the District delivery system,Employee associations,worker,worker,may,False,active,plain,permission,permission,True,0.3,other,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,2,"place notices, circulars, and other materials on designated bulletin boards and in teachers' mailboxes.",Employee associations,worker,worker,may,False,active,plain,permission,permission,True,0.3,other,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,2,Authorized representatives of the associations will assume responsibility for the posting or distributing of material for the associations.,Authorized representatives of the associations,worker,management,will,False,active,obligation_verb,obligation,obligation,True,0.9,other,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,2,All materials shall clearly identify the association distributing or posting the material,All materials,worker,management,shall,False,active,obligation_verb,obligation,obligation,True,1.0,other,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,2,"and when appropriate, such materials shall be signed.",such materials,worker,management,shall,False,passive,obligation_verb,obligation,obligation,True,1.0,other,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,3,"The rights and privileges of the teachers' organization and its representatives as set forth in this article shall be granted only to the Association recognized as the exclusive bargaining agent of teachers, with the exception of 1.6 and 1.7.",The rights and privileges of the teachers' organization and its representatives as set forth in this article,management,worker,shall,False,passive,rights_passive,right,right,True,1.0,teacher_rights_and_conduct,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,3,The District shall release the association president full-time or part-time as soon as possible following Association elections.,The District,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,3,The Association shall reimburse the District for the Association President's compensation as agreed to by the Association and the District less the amount allowed by law.,The Association,worker,management,shall,False,active,plain,obligation,obligation,True,1.0,compensation,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,3,The Association President shall be returned to the same assignment following one two-year term.,The Association President,management,worker,shall,False,passive,rights_passive,right,right,True,1.0,other,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,3,"If the president's term is longer than two years or is extended beyond two years, the president will be guaranteed to return to the District in a similar position to that held before the special assignment.",the president,management,worker,will,False,passive,rights_passive,right,right,True,0.9,job_security,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,3,The time spent on special assignment shall be credited towards continuous service within the District.,The time spent on special assignment,management,worker,shall,False,passive,rights_passive,right,right,True,1.0,other,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,3,Individuals working in licensed positions not excepted above may be paid according to their respective salary tables (instead of Salary Table 1),Individuals working in licensed positions not excepted above,management,worker,may,False,passive,rights_passive,right,right,True,0.3,compensation,
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,3,but are otherwise covered under the provisions of this agreement.,Individuals working in licensed positions not excepted above,management,worker,,False,passive,rights_passive,right,other,False,0.85,other,Continuation of split sentence; status provision.
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,"On a mutually agreed upon date, the parties shall initiate negotiations for the purpose of entering into a succeeding agreement.",the parties,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,joint procedural duty to negotiate
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,The negotiation teams shall consist of an equal number of Association representatives and representatives designated by the Board.,The negotiation teams,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,mutual composition rule
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,The exact number shall be mutually agreed to by the Association President and the Superintendent or his/her designee.,The exact number,other,worker,shall,False,passive,plain,obligation,obligation,True,1.0,other,joint procedural duty
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,"During negotiations, upon reasonable request of either party, the other will make available for inspection its records and data relevant to the subject of negotiations.",the other,management,worker,will,False,active,plain,obligation,obligation,True,0.9,other,reciprocal discovery duty
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,"Salary, benefit, and policy issues shall be negotiated every year.","Salary, benefit, and policy issues",other,worker,shall,False,passive,plain,obligation,obligation,True,1.0,other,mandatory bargaining subject
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,Policy issues shall be limited to ten (10) items per year per party unless State or Federal statutes or State School Board Policy issues require negotiation.,Policy issues,other,management,shall,False,active,plain,obligation,prohibition,False,1.0,other,caps union's bargaining agenda
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,This will not preclude discussion of proposed changes at any time through the Liaison process.,This,other,worker,will,True,active,plain,prohibition,right,False,0.9,other,preserves open dialogue channel
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,"If agreement cannot be reached through the negotiation process within ninety (90) calendar days of the first formal negotiation session, either party may declare impasse.",either party,other,worker,may,False,active,plain,permission,permission,True,0.3,other,mutual procedural trigger
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,A declaration of impasse must be in writing stating the disputed issues and request the state superintendent of public instruction appoint a mediator to help resolve the impasse.,A declaration of impasse,other,worker,must,False,active,plain,obligation,obligation,True,1.0,other,formal impasse procedure requirement
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,A copy of the declaration must be submitted to each negotiation team and the state superintendent of public instruction before being released to any other party.,A copy of the declaration,other,worker,must,False,passive,plain,obligation,obligation,True,1.0,other,procedural safeguard
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,The state superintendent shall appoint a mediator within five (5) days after receiving the written request for appointment of a mediator.,The state superintendent,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,statutory duty to appoint mediator
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,The mediator shall meet with the parties to resolve their differences and effect a mutually acceptable agreement.,The mediator,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,mediator's mandate
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,"For the purpose of mediation, parties agree to fully comply with the requests of the mediator.",parties,other,worker,,False,active,plain,other,obligation,False,0.0,other,cooperative duty
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,The expense of the mediation shall be paid equally by the parties.,The expense of the mediation,other,worker,shall,False,passive,plain,obligation,obligation,True,1.0,other,cost-sharing rule
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,"If the mediator is unable to effect settlement of the controversy within fifteen (15) calendar days after his appointment, either party may, by written notice to the other and the state superintendent of public instruction, request that all unresolved issues be submitted to a hearing officer.",either party,other,worker,may,False,active,plain,permission,permission,True,0.3,other,triggers fact-finding phase
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,A hearing officer shall make findings of fact and recommend terms of settlement.,A hearing officer,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,fact-finder mandate
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,"Within five (5) working days after receipt of the request, the state superintendent of public instruction shall appoint a hearing officer who is mutually acceptable to the District and the Association.",the state superintendent of public instruction,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,appointment deadline & mutual consent
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,4,"The hearing officer may not, without consent of both parties, be the same person who served as mediator.",The hearing officer,other,worker,may,True,active,plain,prohibition,prohibition,True,0.3,other,conflict-of-interest safeguard
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,5,"The hearing officer shall meet with the parties or their representatives, jointly or separately, and make inquiries and investigations, hold hearings,",The hearing officer,other,other,shall,False,active,plain,obligation,obligation,True,1.0,other,Split from compound predicate.
davis_school_district__davis_sd_2022_2023__fe1c4b6d,Davis_SD_2022-2023.pdf,Davis School District,5,The hearing officer may issue subpoenas for the production of persons or documents relevant to all issues in dispute.,The hearing officer,other,other,may,False,active,plain,permission,permission,True,0.3,other,Split from compound predicate.
