# Collective_Bargaining_Agreement_2011-2014T_.pdf — Supplement Stipend Schedule ()
# population: Athletic coaches and staff supplement recipients | is_teacher_schedule: False
"# validation_warnings: label_not_in_source: '1803 FL FB-G-JV-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1804 FL FB-G-V-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1805 FL FB-G-JV-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1806 FL FB-G-V-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1807 Softball-JV-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1808 Softball-JV-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1809 Softball-V-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1810 Softball-V-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1811 Tennis-B-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1812 Tennis-G-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1813 Track-B-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1814 Track-B-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1815 Track-G-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1816 Track-G-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1817 Weight Training-G-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1818 Intramurals-1/3' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1819 Tennis-B-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1820 Tennis-G-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1821 Football-B-V-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1822 Ftbl-B-V-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1823 Ftbl-B-JV-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1824 Ftbl-B-JV-Asst-H' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1825 Coord Co-Ed-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1826 Coord Co-Ed-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1828 Baseball-JV-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1829 Lacrosse B-V-Hd' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1830 Lacrosse B-V-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1831 Lacrosse G-V-Hd' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1830 Lacrosse G-V-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1900 Baseball-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1901 Baseball-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1902 Softball-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1903 Softball-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1904 Swimming-B-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1905 Swimming-B-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1906 Swimming-G-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1907 Swimming-G-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1908 Track-B-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1909 Track-B-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1910 Track-G-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1911 Track-G-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1912 Intramurals 1/3' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1925 Coord Co-Ed-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1926 Coord Co-Ed-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1930 VICA Advisor - Skills Center-Head' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1931 VICA Advisor - Skills Center-Asst' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1950 Neg/Lob' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1965 National Board Certification' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1970 PDF 1st Yr' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1971 PDF 2nd Yr' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1975 USI Advocates' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1976 USI Team Leader' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1980 ROTC Officer (10 months)' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1981 ROTC Other (10 months)' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1998 Ath Lump Sum (51120)' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); label_not_in_source: '1999 Ath Lump Sum (51758)' — this row/column label is not found in the page text; header may be garbled/merged (transcribe verbatim); no lane columns extracted — verify this is truly a single-column table (step → value only, with no separate degree, year, or category columns) | audit corrected this table"
step,value
1803 FL FB-G-JV-Head,945
1804 FL FB-G-V-Head,1260
1805 FL FB-G-JV-Asst,735
1806 FL FB-G-V-Asst,735
1807 Softball-JV-Asst,1286
1808 Softball-JV-Head,1890
1809 Softball-V-Head,2520
1810 Softball-V-Asst,1523
1811 Tennis-B-Head,1286
1812 Tennis-G-Head,1286
1813 Track-B-Head,2520
1814 Track-B-Asst,1523
1815 Track-G-Head,2520
1816 Track-G-Asst,1523
1817 Weight Training-G-Head,1260
1818 Intramurals-1/3,525
1819 Tennis-B-Asst,761
1820 Tennis-G-Asst,761
1821 Football-B-V-Head,705
1822 Ftbl-B-V-Asst,354
1823 Ftbl-B-JV-Head,370
1824 Ftbl-B-JV-Asst-H,354
1825 Coord Co-Ed-Head,1260
1826 Coord Co-Ed-Asst,604
1828 Baseball-JV-Asst,1286
1829 Lacrosse B-V-Hd,1286
1830 Lacrosse B-V-Asst,761
1831 Lacrosse G-V-Hd,1286
1830 Lacrosse G-V-Asst,761
1900 Baseball-Head,1890
1901 Baseball-Asst,761
1902 Softball-Head,1890
1903 Softball-Asst,761
1904 Swimming-B-Head,1864
1905 Swimming-B-Asst,761
1906 Swimming-G-Head,1864
1907 Swimming-G-Asst,761
1908 Track-B-Head,1890
1909 Track-B-Asst,761
1910 Track-G-Head,1890
1911 Track-G-Asst,761
1912 Intramurals 1/3,525
1925 Coord Co-Ed-Head,1260
1926 Coord Co-Ed-Asst,604
1930 VICA Advisor - Skills Center-Head,1365
1931 VICA Advisor - Skills Center-Asst,1155
1950 Neg/Lob,7350
1952 Magnet Lead Teacher,2625
1954 SchTech (FTE>1100),2100
1955 SchTechFTE>800<1100,1575
1956 SchTech (FTE<800),1050
1957 TestCordFTE<501 if noAP,1050
1965 National Board Certification,2625
1970 PDF 1st Yr,525
1971 PDF 2nd Yr,1129
1975 USI Advocates,525
1976 USI Team Leader,4200
1980 ROTC Officer (10 months),4095
1981 ROTC Other (10 months),4095
1998 Ath Lump Sum (51120),
1999 Ath Lump Sum (51758),
