document_id,file_name,Question ID,topic category,question,answer,evidence,page number,confidence,coder notes
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,meta_doc_type_001,document metadata,What type of district document is this PDF?,Code CBA,Master Agreement 2022–2025 / AGREEMENT between THE COLUMBUS BOARD OF EDUCATION and THE COLUMBUS EDUCATION ASSOCIATION,i,high,
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,meta_effective_dates_002,document metadata,What school years or effective dates does the document cover?,"2022–2025 (entered into August 22, 2022; in effect until midnight of the day before the first regular teacher contract day of August, 2025)","To be in effect until midnight of the day before the first regular teacher contract day of August, 2025",ii,high,
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,meta_bargaining_unit_003,document metadata,Which employee group or bargaining unit is covered?,"All teachers of the District (certificated teaching employees, including licensed teachers, nurses, OTs, PTs, dental hygienists, full/part-time hourly-rated teachers, hourly-rated tutors, latchkey teachers, and instructional support substitutes)","The Board recognizes the Association as the sole and exclusive bargaining representative for all teachers of the District. For purposes of this Agreement, the term “teachers” shall mean the certificated teaching employees of the Columbus City School District including, but not limited to, certificated/licensed teachers, nurses, occupational therapists, physical therapists, dental hygienists, full-time (minimum of six (6) hours per day and a minimum of thirty-seven (37) weeks per year) hourly-rated teachers, part-time employee positions that are scheduled for more than twelve (12) hours each week during the school year and require licensure from the Ohio Department of Education (“part-time teachers”), part-time hourly-rated tutors who work regularly during the majority of the school year, latchkey teachers and instructional support substitutes.",1,high,Updated evidence to include the full statutory definition of 'teachers' to directly support the comprehensive list in the coded answer.
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,meta_document_scope_004,document metadata,"Does the document state that it is binding, advisory, summary-only, or not a contract?",binding,Every teacher and administrator are obligated to enforce this legally binding contract.,iv,high,
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,meta_text_usability_005,document metadata,Is the PDF text extractable enough for reliable coding?,usable,N/A,not_applicable,high,
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,meta_cites_state_law_006,document metadata,"Does the document cite any state laws, statutes, or administrative codes?",yes,Section 3319.41(G) of the Ohio Revised Code.,19,high,
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,meta_state_law_citations_007,document metadata,Quote all sentences citing state laws or statutes.,"It is recognized by the parties that the Board is invested by the laws of the State of Ohio with the management and control of all the public schools in the Columbus City School District. Nothing in this Agreement shall constitute a derogation or transfer of the authority of the Board as established by the laws of the State of Ohio. The Board and administration will comply with all federal, state and local fair employment laws.","It is recognized by the parties that the Board is invested by the laws of the State of Ohio with the management and control of all the public schools in the Columbus City School District. Nothing in this Agreement shall constitute a derogation or transfer of the authority of the Board as established by the laws of the State of Ohio. The Board and administration will comply with all federal, state and local fair employment laws.","2, 3",high,
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,meta_cites_federal_law_008,document metadata,"Quote all sentences citing federal laws, statutes, or regulations.","The Board and administration will comply with all federal, state and local fair employment laws.","The Board and administration will comply with all federal, state and local fair employment laws.",3,high,
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,meta_federal_law_citations_009,document metadata,Which federal laws or statutes are cited?,federal and state special education laws; federal or state law,except as provided in federal and state special education laws.; ... under federal or state law.,20,high,
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,pay_salary_schedule_001,compensation,Does the document include a teacher salary schedule or salary scale?,yes,902 Teacher Salary Schedules . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 91,91,high,[recall-recovery]
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,pay_salary_schedule_002,compensation,What year or years does the salary schedule cover?,"2022-2023, 2023-2024, 2024-2025","Teacher Salary Schedules (Art. 902), 8, 90, 91–93
             2022–2023 (Sec. 902.01), 91
             2023–2024 (Sec. 902.09), 92
             2024–2025 (Sec. 902.03), 93",258,high,Evidence is an index/TOC line referencing the salary schedules on pages not included in the provided text. The specific years are explicitly listed in the reference. Kept as is.
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,pay_step_increment_003,compensation,Does the document explain annual step advancement or salary increments?,yes,Progress toward maximum salaries shall be made by increments. A. A full increment shall be granted to members who have served 120 or more school days within a given school year.,88,high,Evidence directly matches Section 901.02 in the provided document. No changes needed.
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,pay_prior_experience_005,compensation,Does the document state how prior teaching experience is credited for salary placement?,yes,"Credit for years of teaching experience outside the Columbus City School District for salary purposes, up to a maximum of five (5) years, shall be granted to teachers with a Trades and Industries certificate... Experience credit for vocational teachers hired on or after July 1, 2000, based upon documented other related employment or related self-employment, up to ten (10) years’ experience.",88,high,Evidence directly matches Section 901.04 in the provided document. No changes needed.
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,pay_performance_pay_006,compensation,"Does the document include performance pay, merit pay, or evaluation-based compensation?",yes,"There shall be a Performance Advancement System (PAS) for individual teachers or groups of teachers who volunteer, based on student achievement and demonstrated accountability for student progress. ... 909.05 This article is retained only for payment in the fall of 2015 for those teachers who qualify and who participated in PAS during the 2014–2015 school year. Thereafter this article ceases to have any force or effect.",104-105,high,Evidence directly matches Article 909 in the provided document. Confirms existence of performance pay (PAS). No changes needed.
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,pay_performance_pay_007,compensation,How are teachers evaluated for purposes of performance-based pay eligibility?,"Teachers must demonstrate student achievement and accountability. For those with value-added data, this requires an average value added exceeding one year per student. For others, achievement measures are determined by a joint committee.","909.04 “Student achievement and demonstrated accountability for student progress” ... means: (a) for teachers for whose students “value added” data exists for the school year in question, an average value added exceeding one year per student; and (b) for other teachers, achievement measures as determined by the joint committee.",104-105,high,Evidence directly matches Section 909.04 in the provided document. Explicitly outlines evaluation criteria for PAS eligibility. No changes needed.
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,pay_cost_of_living_007,compensation,Does the document specify across-the-board raises or COLA percentages?,not_discussed,,not_applicable,high,
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,pay_extra_duty_schedule_008,compensation,Does the document include an extra-duty or supplemental pay schedule?,yes,"Article 905 Pay for Extra Duties... 905.01 During the term of this Agreement, teachers performing the following extra duty assignments shall be paid in accordance with the following schedule:",95,high,
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,pay_hardtostaff_sped_009,compensation,"Does the document provide additional pay, stipends, or salary differentials for special education teachers?",not_discussed,,not_applicable,high,
columbus_city_schools__columbus_education_association_2022_2025__071387d0,Columbus_Education_Association_2022-2025.pdf,pay_hardtostaff_stem_010,compensation,"Does the document provide additional pay, stipends, or salary differentials for teachers in STEM subjects?",not_discussed,,not_applicable,high,
